ID,Sentence,ID2,label
272,//@八大山债人:学习了。。。,8,
272,问题来了：这轮候冻结的资产，对于这些不同债权和债权人，偿付顺序如何？,9,
272,感觉招行的债务比较优先点。。,10,
273,到了北京，故宫是必游景点，看看故宫那斑驳的地砖，感觉历史的沉淀。,1,1
274,牛。,1,
274,为什么啊？不就上班了吗！我还得回去读书的！,2,2
275,\\@快乐蜜蜂小飞侠 :爱,1,
275,\\@江苏卫视 :,2,
275,#荔枝春晚微直播#,3,
275,爱是付出，是地久天长的守候，也是一牵手一辈子走到底！,4,
275,在新的一年，祝福每一位夫妻可以幸福美满。,5,
275,@江苏卫视,6,
275,#幸福时刻征集#,7,
275,照片中的老爷爷今年已经105岁了，老奶奶也101岁了。,8,0
275,这是两位老人在2012年七夕节时拍的，也是他们携手81年来第一次拍的婚纱照。,9,
275,照片中，两位老人拥抱着，老奶奶流下了幸福的眼泪。,10,
275,我们被两位老人这种相濡以沫的深情所打动，这一刻是老人最幸福的时刻。,11,
276,@EXO组合吧,1,
276,【官网行程】,2,
276,【M&amp;K】,3,
276,130128春节特别节目 MBC偶像明星奥运会,4,
276,【M】,5,
276,130126 CCTV网络春晚,6,
276,【K】,7,
276,130131 KBS Joy &amp;,8,0
276,KBS drama-TV 第22届 首尔歌谣大奖 【能够连续几天见到他们了T^T,9,
277,夫子庙好像被保护的不怎么好，商业化气息太浓。,1,
277,秦淮河夜景真的好美！！！,2,
277,有种活着诗里的感觉：烟笼寒水月笼沙，夜泊秦淮近酒家。,3,1
277,小吃夫子庙有点贵毕竟在景区 ，建议吃前问价或者去老门东逛逛。,4,
277,总体还不错值得一去！,5,
278,从一个码头到达另一个码头，沿途有很多景点，空气清新。,1,1
278,还有海滩，玩玩沙很遐意。,2,
278,还可以吃海鲜，有套餐不会被乱砍价。,3,
279,【花灯飞舞闹元宵】,1,
279,今晚20点06分，中央电视台元宵晚会将在CCTV-1综合频道与CCTV-3综艺频道并机播出。,2,
279,郭德纲、于谦、赵文卓、陈奕迅、蔡明、潘长江、汪峰、开心麻花、胡夏、张杰等欢乐闹元宵！,3,
279,春晚官微将会继续为您带来,4,
279,#元宵晚会微直播#,5,
279,花灯飞舞，团圆以待！,6,
279,@央视综艺,7,
279,【花灯飞舞闹元宵】,8,
279,【节目单】,9,
279,中央电视台元宵晚会节目单新鲜出炉。,10,
279,郭德纲、于谦、赵文卓、陈奕迅、蔡明、潘长江、汪峰、开心麻花、胡夏、张杰等欢乐闹元宵！,11,
279,六大主持人组成“元宵队”与“花灯队”展开火拼。,12,
279,2月24日正月十五晚20点06分，中央电视台综合频道与综艺频道并机播出。,13,0
279,花灯飞舞，团圆以待！,14,
280,好势力。。。,1,
280,哈哈哈~~既然送我积分我就先用着吧，兑换之后再说咯,2,1
281,哈哈哈哈。,1,
281,笑死爹了,2,
281,\\@真相帝白占唐 :谁家的小谁，爱玩剪子包袱锤，噗,3,
281,\\@落樱祺绯萌韩小美人 : 坑爹峡谷 原名叫闹不住峡谷 后来被哥闹住了,4,
281,\\@谁家那个老谁 : 笑你妹啊！,5,
281,\\@宝木中阳 :依旧是播出版。,6,
281,@天蓝团团 央视网络春晚CUCN201部分~,7,0
281,达人秀《配音现场大揭秘》，@宝木中阳 @cucn201白客 @cucn201OneLove @cucn201NG熊王 。 http:\\t.cn\hqv9So,8,
282,陪你去看流星雨落在这地球上  @新浪娱乐,1,0
282,【F4确认大年初一重聚江苏卫视春晚】,2,
282,大年初一晚，F4四人重聚首在江苏卫视春晚舞台，而四人的具体表演形式正在商讨中，@言承旭Jerry 、周渝民、@朱孝天 、@VanNess吳建豪 正在秘密备战中。,3,
282,详情：http:\\t.cn\zYhQhyN,4,
283,\\@想伱荟芯疼 : 亚洲版贝克汉姆。。。,1,
283,有脸有型有任意球有体力。,2,
283,@搜达足球,3,
283,【场外音】,4,
283,《中田英寿：踢球如果只是为了挣钱，我就不踢了》。,5,0
283,《全市场》杂志对前亚洲足球先生(1997、1998年)的专访。,6,
283,“我不是亚洲球员的象征，我甚至都不是我祖国最好的球员，我只是最幸运的一个。,7,
283,事实上，我的技术很贫瘠，除了做到比别人在场上奔跑得更多，我真的没有其他特长。,8,
283,”(K),9,
284,居、居然趁木有网的时候出本子！什么时候有预订！十,1,2
284,预定十一月十五日开放淘宝通贩。地址等稍后再放。,2,
285,\\@Everstronger_Li :,1,0
285,\\@百度王祖蓝吧 : 太给力！,2,
285,马上重温@王祖藍 东方卫视《华人群星变身秀》！,3,
285,@PPTV综艺,4,
285,#PP春晚#,5,
285,《@百变大咖秀 》原班人马现身啦！,6,
285,“百变星君”@王祖蓝 @贾玲 @白凯南 @花儿大张伟 @沈凌 等带来史无前例的超级变装秀，笑果十足。,7,
285,精彩请猛戳：http:\\t.cn\zYI8EiC @王祖蓝挑战从未模仿过的角色 ，让人大跌眼镜！,8,
285,@百度王祖蓝吧 @王祖藍國際影迷會 @大张伟微博粉丝团 @东方卫视春晚 @PPTV,9,
286,悲剧,1,
286,我现在还在医院守到在。唉，再也不想开车了。,2,2
287,【乐视非上市系金融借款140亿元公司称资产逾300亿元够还债】《证券日报》记者从乐视投资人处获悉，目前乐视非上市体系欠金融机构的款项总计138.5亿元，并非是如外界所传负债600多亿元云云；,1,2
287,相对应的，非上市体系资产保守估计在300亿元-400亿元之间。,2,
287,其中，中短期可变现的商业项目是巨额房地产项目、乐??,3,
287,全文,4,
288,笑点在哪==,1,
288,看来腐女跟非腐女之间笑点也相差甚远的！！！,2,2
289,春晚魔术解密： 刘谦《幻镜》魔术，纯属视觉游戏！,1,0
289,就像立体画一样。,2,
289,请注意观察方桌中间那根腿左右两侧地面光线明显不一致！,3,
289,也就是说那根本不是一个完整的真方桌，镜子与方桌左侧后面实际是一道具墙。,4,
290,当然我知道你期待的是我告诉你！你已经很美了！,1,
290,这不是你南总哒作风！你不损我太阳就不升了,2,2
291,【逾150万人报名“国考” 132个职位无人问津 】,1,0
291,2013年度中央机关及其直属机构公务员招考网上报名于24日结束，共有152.6万人报名参加“国考”，创历年来新高。,2,
291,据初步统计，有109个招录职位的报名比例超过1000:1，132个职位无人问津。,3,
291,@天津网高分网 http:\\t.cn\zlu9iiu,4,
292,让这帮孩子退班，然后爸妈过来领退班的钱~以前薇薇教我的招。,1,
292,真受教啊！这招为什么当年马姐不教我？以后就这么干！,2,1
293,是啊，昨晚发烧到38度！你撒时候回来啊？,1,2
293,可怜那…那你好了没啊…称这两天少吃点指不定就能瘦了…我后天回去,2,
294,俺的假期没了呢！今年过年咱们去丹家混饭切~~,1,2
294,不错呀'过年我也想去',2,
295,要到本店预定，预计年底交付。,1,
295,限量版~！,2,
295,4S店地址：宁波市镇海区中官西路279号 4S店联系电话：0574-8913 8888 城市展厅：宁波市江东区江东南路203号 城市展厅电话：0574-8720 7800  @路虎观察,3,
295,【极光维多利亚限量版上市 售988888元】,4,0
295,8月31日，成都车展上了路虎揽胜极光维多利亚-贝克汉姆限量版，国内售价为988888元，全球限量200台，中国限量40台。,5,
295,目前新车已可在捷豹路虎授权经销商处预订，预计在...http:\\t.cn\zWBATZN,6,
296,前天被苹果妹抢了风头！,1,
296,父子们是要刷经验的节奏啊！,2,
296,\\@小白_你在哪裏吃青椒 :求你別再捯飭你那一身的紋身了?,3,
296,很難洗掉的親！,4,
296,@贝克汉姆球迷社区,5,
296,#小贝#,6,
296,"Aug 29th David Beckham takes his sons Brooklyn, Romeo and Cruz to hit the surf and sand in Los Angeles """,7,0
297,啊！回来啦！咋不像组织报备呢？待到什么时候,1,2
297,报告四排，26号到上海！,2,
298,年度阅读印象：《暗流：1949年安阳以外的中国考古学传统》，《陈垣来往书信集》，《旧邦新造》，《傅斯年》，《国家的中国开始》，《&lt;,1,
298,读书&gt;,2,
298,十年》，《民国衣冠：风雨中研院》，《人与土地》，《父亲那场永不止息的战争》。,3,0
298,@绿茶书情,4,
299,青城山之所以被列为世界遗产，不是因为它的山水，而是因为它的建筑。,1,1
299,这里充盈着天法地，地法天，天法道，道法自然的亘古哲理。,2,
299,云烟缭绕，香雾徐徐。,3,
299,每一个宫厥，都是一个小景。,4,
299,陪我们前往的钢锅是个信佛的孩子，不杀生不吃肉，每天打坐，每天修行金刚经（现在才知道其实是个假和尚。。。姐姐我被欺骗了）。,5,
299,儒道释，一直在中国文化中相辅相成，互相作用。,6,
299,或许我可以相信，有信仰的人，是最幸福的人。,7,
300,对春晚实在是没什么感觉，从来都没完整的看过，刚刚看完鬼镜，好吧我承认大过年的应该看些积极向上的。,1,
300,然后看了因为爱情的视频。,2,
300,我想说，音效差的可以啊，王菲一到高音就虚了，关键的是！,3,
300,能不能不给我们家王菲弄个那个大妈的造型！,4,2
300,唉。。。,5,
301,\\@大德寺僧 : 严谨好书  @中国考古网,1,
301,#新书介绍#,2,
301,《吐蕃统治时期敦煌石窟研究》是一部具有强烈时代特色和鲜明文化内涵的学术著作，从一个侧面反映出敦煌在中西文化交流和多民族文化交流中的特殊意义。,3,
301,在全书的编排上，作者沙武田将其分为上、中、下三篇，每篇各有侧重。,4,
301,上篇是综合研究篇，中篇是石窟营建研究篇，下篇是个案研究篇。,5,0
302,哈哈祝福起来！,1,
302,@海英于 哎呀！,2,
302,大深夜的，大家都还没睡呐！,3,
302,开心！,4,
302,端午节快乐呀！,5,
302,我今天已经吃了粽子，是红枣味道的，这让我想起了童年时妈妈每年亲手包的世界上最好吃的粽子，祝福我们的母亲也节日快乐！,6,
302,@老宁小冉 @孙野良子 @李岱珂 @RuiRui420 @演员肖肖 @太极明山 @张媛Theatre,7,0
303,这里的石刻极具代表性，是大足石刻中最为著名的一处。,1,
303,宝顶山石刻有很多生活化的造像，颇似公元12世纪至13世纪中叶间（宋代）的一座民间风俗画廊。,2,0
304,山路虽然辛苦，好在美景悠悠，不穿越一次真会后悔。,1,
304,但如果在榕树湾下船，逛逛小店，骑车去洪圣爷海滩玩水，再回来跟酒吧的老外聊聊，也是不错的选择，推荐这个线路哦呵呵。,2,
304,而且榕树湾更有气氛，也可能是傍晚的缘故，大家休闲的喝酒聊天逛小店，真有常驻不走的念头。,3,1
304,这是美好的一天。,4,
304,虽然当时走的很累，心里也隐隐后悔，但回顾照片，却觉得无限美好。,5,
305,本年度最佳段子创意大奖。,1,
305,同意就转！,2,
305,\\@吴寒宾 :二子莫争！,3,
305,\\@郝彬评弹 :乐得我抽了几根烟琢磨。,4,0
305,@胡宗京,5,
305,\\@胡宗京 :,6,
305,\\@郝彬评弹 :@哈酷,7,
305,\\@蔡鸿岩 :今天短信上疯转的段子  @晏耀斌 赵本山赠给刘翔对联一副，上联：赚了八年广告费 ；下联：骗了两届奥运会。,8,0
305,横批：残奧再见。,9,
305,"刘翔回赠赵本山,上联:大款演农民上了二十年春晚台；",10,0
305,下联：外籍装土鳖骗了十三亿中国人。,11,
305,横批：坑蒙拐骗 ",12,
306,\\@无忧王妃 : 收到！,1,
306,同时祝右手边的曾经很家族的靓姐帅哥新年快乐！,2,
306,吉祥如意！,3,
306,\\@曾经很俊2011李昱 :收到,4,
306,\\@曾经很帅2011 : 一定要看,5,
306,\\@曾经很色2011--天津吴学海 : 收到，走起！！,6,0
306,@杭航 各位亲人今晚连续看我春晚啊，先是QTV晚20:00我和@傅淼淼 ，然后BTV晚21:20我和@黄渤 。算是过年给大家加个菜吧！,7,
307,威武啊，干掉棒子才解气！,1,
307,定了闹钟竟然没响，错过了,2,
307,\\@新浪视频 :孙杨夺中国游泳首金视频回顾  @新浪体育视频,3,0
307,【孙杨夺中国游泳首金视频回顾】,4,
307,北京时间7月29日凌晨，伦敦奥运会男子400米自由泳决赛展开角逐。,5,0
307,中国运动员@孙杨 后程发力，后100米开始冲刺，超越韩国选手朴泰桓夺冠，并打破了奥运会纪录。,6,
307,http:\\t.cn\zW9xmNT 孙杨夺得中国游泳首金█视频-孙杨破纪录摘金牌 怒吼庆祝霸气十足█视频-孙杨夺冠后接受采访 以金牌回应韩国媒体█视频-孙杨夺中国游泳首金 颁奖稚气未脱显可爱█视频-孙杨百米冲刺夺金牌 韩乔生激呼:破！,7,
307,█视频-韩乔生激情点评孙杨夺金:瓜熟蒂落,8,
308,明天你看到我本人的发型更丑、老子今天差点气哭。,1,2
308,头像里面的你，快回来，我承受不来,2,
309,鬼鬼我上周在伊藤外面看见你咯哈…你没有看到我…,1,1
309,哈哈，干嘛不来打招呼呢！,2,
310,苏丹,1,
310,你是不是等不上篮球裁判证你就霍霍老百姓？,2,2
311,我现在肉好痛……,1,
311,其实一个ipod只有我两天工资，但是TMD想起被偷还是一口凌霄血狂吐不止……,2,
311,老子内伤啊！,3,
311,老子去毛学校图书馆啊，不去学校图书馆老子拿毛ipod出来啊！,4,2
311,不拿出来尼玛会被偷啊！！！！,5,
311,所以闺蜜你的安慰实在是在伤口撒盐巴啊撒盐巴！！,6,
311,老子是穷人好不好好不好！！,7,
311,老子没老公好不好好不好！！,8,
312,【乐视进入“孙宏斌时代"翻盘还需时间】没有悬念，融创中国董事会主席孙宏斌当选乐视网董事长。,1,1
312,这家以往狂飙突进的公司，正式从“贾跃亭时代”进入“孙宏斌时代”，有望转向更加稳健的经营风格。,2,
312,不过，“孙宏斌时代”的新乐视能否“翻盘”，还有待时间的检验。,3,
312,孙宏斌时代乐视翻盘还需时间???,4,
313,【韩媒称伦敦奥运为“误判奥运会” 韩沦为替罪羊】,1,2
313,伦敦奥运开幕以来，韩国代表团几乎每天都要申诉一次。,2,
313,韩《中央日报》今日称伦敦奥运是“误判奥运会”，“奥运精神遭到了践踏，替罪羊却都是韩国选手”。,3,
313,韩体育大学教授安荣奎说：“接连不断的误判是自称体育强国的欧洲国家横行霸道的表现。,4,
313,（环球网）,5,
314,\\@Minoz-旭 :怒赞  @央视新闻,1,0
314,#2014央视春晚#,2,
314,【李敏镐VS庾澄庆 马年春晚唱《情非得已》】,3,0
314,热门韩剧《继承者们》男主演李敏镐将亮相马年春晚，与庾澄庆合唱一首《情非得已》，长腿男神的春晚亮嗓，你期待吗？,4,
315,如果再加上杨宗纬我就更啦，不知道会怎么编排？,1,0
315,唱些什么歌,2,
315,\\@张学友资讯台 :歌神の逆袭！,3,
315,@大麦网北京站,4,
315,【春晚星闻】,5,
315,央视今日公布新的春晚阵容，四大天王中唯一没上过春晚的“歌神”,6,
315,#张学友#,7,
315,蛇年将首登春晚舞台，华语乐坛首屈一指的实力派天后@那英 也将在七年之后再度回归春晚舞台。,8,
315,张杰、林宥嘉、张靓颖、S.H.E、张学友、那英。。。,9,
315,春晚！,10,
315,今年这是要逆袭吗？？？,11,
315,@张学友资讯台 @那英全球歌迷会,12,
316,记得当年团里的运动员被抽检 反兴奋剂的志愿者找上门来要人 团长脸都绿了赶紧打电话把人从顺义往回拉 我陪着那哥们儿在我们的办公室扯淡了一个小时 终于把人送到他手上带走了 当然结果一切正常 但如果没有按时回来的话这位就彻底悲剧 可见奥组委对兴奋剂监测的力度  @果壳问答,1,
316,【伦敦奥运会首例药检阳性选手服用的司坦唑醇是什么药？】,2,
316,@窗敲雨 ：司坦唑醇是一种雄激素类药物，属于蛋白同化激素。,3,0
316,它有促进机体蛋白质合成、增强体能的作用，因此被禁止用于运动员。,4,
316,服用禁药终归逃不过反兴奋剂检测的法眼，想要好成绩还得靠自身的努力才行。,5,
316,http:\\t.cn\zWCPkKh,6,
317,世外桃源般的婺源。,1,
317,有机会一定要再去，一年四季都可以游玩儿的地方。,2,
317,去的时候油菜花很多都谢了，但是有成片的野花，田间小路会遇到各种小动物。,3,
317,在江岭住了三天，虽然总是下雨，但完全不想离开；,4,1
317,春笋不能更好吃，还有最爱的笋衣。,5,
318,全国的古镇都一样，满街叫卖！,1,
318,只是比起丽江古城人少了很多，涑河古镇的中心区域，也才稀稀拉拉几个人…,2,2
318,带来的好处就是逛街不挤、不累、不闹、轻松愉快…,3,
318,涑河古镇上面的河流水潭，一派休闲景象涑河古镇的水是从玉龙雪山流下来的雪水……,4,
318,干净得一塌糊涂！,5,
318,纯净的雪水与水中的水草相得益彰，让人心旷神怡。,6,
319,他现在是彻底陷入了混搭风不能自拔。。。,1,
319,\\@秋的秘密下午 :我也不理解~~~,2,
319,\\@天使依然0326 : 这身衣服搭的我只能说我比较土，理解不了啊潮叔  @明星经纪人揣宝 廣東電視台。,3,
319,珠江台春晚。,4,
319,葉倩文、蘇永康、@陈慧娴Priscilla @苑琼丹 等悉數登場！,5,0
319,更有@張信哲JeffChang 帶來《過火》《 空出來的時間剛好拿來寂寞》《愛如潮水》！,6,
319,大家辛苦了，錄完就可以回酒店休息。,7,
319,我現在還要趕往機場飛昆明！,8,
319,明天@蔡妍 @耿煜轩 @歌手马郁 @东来东往 綻放曲靖 |广东电视台,9,
320,\\@iKumaTarou :  @苏州日报,1,0
320,#春晚#,2,
320,@清华南都 : 马年春晚微博吐槽合集（第一至五弹更新完毕）接招吧小伙伴们！,3,
320,不吐槽会死星人永远是这世界上最强大的存在……,4,
321,【扔手机世界杯 诺基亚&quot;夺冠&quot;】,1,
321,芬兰1名青少年把自己的旧诺基亚手机扔出了101.46米，从而赢得了扔手机世界锦标赛的冠军。,2,
321,他掷出的距离，比伦敦奥运会掷标枪夺金成绩还多出将近17米。,3,1
321,其表示，自己只练习过1次，主要是&quot;,4,
321,靠喝点酒&quot;,5,
321,备战。,6,
321,不知，这台被扔出101米的诺基亚手机捡起来是否还能正常使用。,7,
321,@电脑报,8,
322,衣服有点短喔,1,
322,怎么样嘛就是爱露么美不美看大腿你不知道嘛,2,2
323,转发微博。,1,
323,@新浪体育视频,2,
323,【视频-乔治-迈克尔闭幕式献唱《White Light》】,3,0
323,http:\\t.cn\zWjpd75 2012年8月13日凌晨4：00，伦敦奥运会闭幕式在伦敦碗拉开大幕。,4,
323,乔治-迈克尔在闭幕式献唱歌曲《White Light》(白光)。,5,0
324,说好的上海申花呢。。。,1,
324,\\@小斌已老 :,2,
324,\\@最新电影推荐 :重磅消息：贝克汉姆已与山东鲁能草签合同！！！,3,
324,@世界体育新闻,4,
324,【重磅消息：贝克汉姆已与山东鲁能草签合同！！！】,5,0
324,记者从相关渠道了解到，在某国际知名经纪公司的牵线搭桥之下，小贝已在近期与鲁能完成了合同的草签。,6,
324,贝克汉姆即将身披橙色战袍登陆中超？！！,7,
324,via:PPTV体育 PS:你期待吗？！,8,
325,公司请我地，我地仲要请你，甘米姐系我无食过,1,1
325,今日公司果餐食得好饱,2,
326,还记得小学课文里周总理参加傣族泼水节的故事吗？,1,0
326,就在这里。,2,
327,妈阁庙是澳门最著名的名胜古迹之一，是澳门最古老的禅院。,1,
327,原称妈祖阁，在澳门东南方，俗称天后庙，建于1488年。,2,
327,妈阁庙是为纪念被信众尊奉为海上保护女神的天后娘娘而建。,3,
327,背山面海，沿崖建筑，古木参天，风光优美。,4,
327,澳门三大禅院中最古者，是中葡文化的融合起点。,5,1
327,香火很旺盛，是一座富有中国文化特色的古建筑。,6,
328,下雨你一定不来,1,
328,中秋我不回家了。哎哎，放三天中间那天回来体检，擦,2,2
329,哈哈哈马老师就是马老师！,1,
329,这叫死无对证！,2,
329,但通过这个证明了，我身边的朋友全是精英！,3,
329,\\@徐睿 :取悦口气一出，奴颜媚骨被阉割的太监心理尽显！,4,
329,殊不知，领导可以取悦，任何虚情假意老百姓不会被取悦的！！,5,
329,@新闻晨报,6,
329,【总导演回应网络批评：春晚不是办给“精英们”看的】,7,
329,据羊城晚报，央视春晚总导演马东说，中国不仅仅是北、上、广、深，也不仅仅只有网络媒体。,8,
329,我们心里有一个谱——电视观众的收视比例在哪？,9,0
329,重心在哪？,10,
329,正确取悦的大部分人在哪？,11,
329,我们一定会听到知识界精英的想法，但说实话，春晚的收视主体不是他们。,12,
330,好好休息，亲爱的。,1,
330,知道了这就去喝水吃药准备睡觉…明天等着我啊！,2,2
331,哇靠，你变这么女人，还真不习惯啊,1,
331,就是涂个指甲啦，公司90后给我选的颜色~,2,1
332,太棒了，力宏今年又要上春晚,1,
332,\\@ourhom_王力宏 :,2,
332,\\@LEEHOM_側耳傾聽 :,3,
332,\\@CUO不錯 :,4,
332,\\@Nao_Mika :  @李云迪YUNDI 今天跟力宏彩排很high!,5,1
332,一切顺利！,6,
332,大家等着春晚第三个节目吧！,7,
332,http:\\t.cn\z0D6vCg,8,
333,坐游船从桂林去的阳朔，旅游公司订票，从桂林市区接送码头，阳朔码头离西街也不远，20分钟路程不到，可乘电瓶车。,1,0
333,坐了二层船仓，看风景都是去三层露台，一直吹江风还是凉的，一层船仓人不多。,2,
333,午饭只能说填饱肚子。,3,
333,没有阳朔-桂林的油轮比较失望。,4,
333,漓江风景不错。,5,
333,行前作了攻略，船上导游会重点介绍几个点，可忙着拍照也就没有留意，还是需要一位专职的讲解员作介绍，不然都不知道到了哪个景，怎么看。,6,
333,有时一个景点大家轮流拍照，很快就错过角度了。,7,
334,你对着镜子拜自己,1,
334,那我得去买个哈哈镜，看看形象上能不能向你靠拢,2,2
335,哎呀，别催了，我这不是找不到人来教我麽。,1,2
335,刘斌长的象林忆莲！,2,
336,我是按照路书上的徒步线路走的。,1,0
336,我就从老虎滩这么一直沿着木栈道走啊走啊走啊走啊……,2,0
336,一直走到将近12点，走了两个多小时，才走到,3,0
336,【燕窝岭婚庆公园】,4,
336,！！！,5,
336,而这时我的腿已经快废了。,6,
336,这里要公交没公交，要出租车没出租车。,7,
336,这中间我一直通过各种打车软件发叫车请求，出租车、快车、专车没有一个司机肯接单，那一瞬间真的想死的心都有！,8,
336,有旅游专线车，可是是往徒步的反方向行驶的，你要是坐这个的话，就会觉得前面走的就白费了，所以没有选择。,9,
336,终于在走到华侨别墅那里的时候，一个出租车接单了！,10,2
336,当时感觉像抓住了救星！,11,
336,真的要哭了好嘛？,12,
336,一个人来到这人生地不熟的地方，在这么一个荒无人烟的山下，刚才忍受着叫天天不应，叫地地不灵的窘境，还没有什么风景可看，真的瞬间对这个城市的印象一下子跌倒谷底。,13,
336,打到车以后，什么傅家庄、小傅家庄的，统统不看了，因为一点心情都没有了，直接打车到圣亚海洋世界。,14,
336,【建议】,15,
336,1、路书上的两日徒步游我不好评价好或者不好，但是实践证明它不适合我，也许对于体力非常好的人而且喜欢徒步游的人来说很适合。,16,
336,这条线路与大连的,17,
336,【旅游专线】,18,
336,完全是两个方向，任何一站坐上旅游专线你都会觉得不值，因为这标志着你前面的辛苦都白费了，而且这条线路的前半部分都是上坡，对于体力不是非常好的人来说，简直是永远不想回忆起的噩梦（我平时还每天晚上跑5-7公里）。,19,
336,2、滨海大道的风景完全没有想象中的那么美，也可能是因为我已经累的接近虚脱，完全无心再欣赏周边风景。,20,
336,但是木栈道的两边，一边是海，一边是山，走多远都是这样，所以完全没有走下来的必要。,21,
336,3、如果真的想看一遍木栈道，建议在,22,
336,【火车站】,23,
336,乘坐,24,
336,【旅游专线】,25,
336,，车票10元，会带着你把大连标志性的景点都走一遍，而且凭票单程任何一个站点都可以上下车。,26,
336,如果非常想近距离看一下木栈道，就在,27,
336,【北大桥】,28,
336,下车，看完后，沿着车前进的方向走到下一站，好像是燕窝岭还是哪里的，具体记不清了，反正就是只走一站，因为这一站是距离最近的，大约走20分钟，其他的景点徒步的话都要在40分钟以上。,29,
337,低调点,1,
337,我以为什么大不了的事情发微博呢，就你毛事多,2,2
338,\\@不太爱说话 :,1,
338,\\@北京西城思维 :,2,
338,\\@贝勒爷--Darko君__阿雷控 :,3,0
338,\\@Asaikana :,4,
338,\\@Romain罗曼 :太棒了，笑死人了,5,
338,\\@刘晶捷 :看完这个版本真是大赞特赞！,6,
338,这才是好相声  @鞋吧Sneakersbar 说句题外话：北京春晚上@苗阜 和@青曲社王声 的这段《满腹经纶》远没有在北京喜剧幽默大赛上表演的这段好，如果拿到央视春晚足以挽救冯小刚，看完绝对笑翻。,7,
338,视频地址 |满腹经纶 满腹经纶 2013北京喜剧幽默大赛《满腹经纶》 苗阜 王声 播放 2608,8,
339,\\@HONEY小草莓 :@李樱老贝贝 哈哈我觉得手抓饼可以去比谁跑得慢,1,
339,\\@MisS摇摆土豆 : @HONEY小草莓,2,
339,\\@穿拖鞋的芦苇 : 啊啊啊，有一个和我的小老鼠长的好像呀  @英国那些事儿 如果小豚鼠也有奥运会的话。。。,3,
339,（或者叫荷兰猪？） 这是一个摄影师设计的一套名叫The Guinea Pig Games 的日历~~,4,0
339,9.99胖子。。。,5,
339,http:\\t.cn\zWadCc1,6,
340,人家的孩子就不是孩子么,1,
340,这叫九年制义务教育。没什么证也该有学上的,2,2
341,天朝特色，爱装逼也爱装盲，爱装外行出国考察学习，也爱瞬间翻盘装内行给人指导工作,1,
341,\\@鼎锋老李 :和武汉找自行车一样一样的。。,2,
341,\\@疯投不止 :我一个IPAD丢在高铁上，打了十几个电话，最后只得到一句：打扫人员没看到。,3,0
341,同是四大文明古国的后裔，在某政府下待遇大不同啊。,4,
341,@财经网,5,
341,【埃及商人在中国高铁上丢电脑 警方3小时后追回】,6,1
341,4月22日下午1点30分，株洲西站派出所接到报案，埃及的商人伊麦德父子将一台平板电脑遗失在G1116次高铁上。,7,
341,警方调查发现，电脑被列车上的其他乘客悄悄拿走了。,8,
341,在湘潭警方的配合下，仅3小时电脑就被找回，并送到失主手中。,9,
341,(潇湘晨报),10,
342,转发微博  @NBA篮球实用技巧,1,
342,【上海赛刘翔12秒97问鼎冠军 翔飞人重返巅峰】,2,
342,http:\\t.cn\zOuVUXB 风静了，雨停了，刘翔回来了！,3,1
342,一起期待刘翔伦敦奥运会的表现吧！,4,
342,没看比赛的，来重温一下这激动人心的13秒！！！,5,
343,这个世界是怎么了？？,1,
343,这两人都可能在一起？？,2,
343,@淡蓝同志新闻,3,
343,【妻子凯蒂爆猛料 目睹汤姆·克鲁斯与贝克汉姆同床】,4,0
343,汤姆·克鲁斯与老婆凯蒂·霍尔姆斯的离婚大战再添猛料！,5,
343,近日凯蒂一改低调态度，爆料曾目睹老公和贝克汉姆同躺一张床，并警告如果阿汤哥的团队再攻击她，不惜爆出更多惊人内幕。,6,
343,全文地址：http:\\t.cn\zWcLAiy,7,
344,萧：你们看春晚了没？,1,
344,歌迷：… 萧：明年我还要去，如果他们还叫我去。,2,0
344,如果我有空就去。,3,
345,交通非常方便，旁边是广州图书馆！,1,
345,广东省博的话里面没有什么很古老的文物留存，主要是近现代的一些遗留品！,2,
345,不过还是很有自己特色的！,3,
345,有潮州木雕，这个是印象最深刻的，做的很精致！,4,
345,其他的话展示了广东的矿产资源、野生动物资源、中草药资源等等，这些有的不太懂，就直接走马观花了……,5,
345,还有就是里面有恐龙化石，很多恐龙的模型，这个很赞……,6,1
345,整体来说，省博建筑风格很高大上，里面的布局各种也是很人性化的！,7,
345,赞一个,8,
346,短途徒步好去处，休闲自在，就是吃海鲜太贵了。,1,2
347,大清早八点半就到了总统府人还不算很多。。,1,0
347,五星红旗红旗飘飘。。,2,0
347,总统府里面各种大，还有花园，各种办公室，，还有电梯。。,3,
348,希望下辈子投胎的时候老天爷赏我个好点儿的扁桃体???明天起风啦不要雾霾么么哒晚安,1,2
349,去厦门的时候经过江西，专车的空隙大概有两三个小时，所以就去了滕王阁。,1,0
349,火车站公交就可以了到。,2,
349,现在上面看长江很雄伟，整个建筑业也很壮观。,3,
350,额的后拱辰的粉啊~就这么被男人的脸给毁了,1,2
350,莫心疼！莫心疼！后来用的是的粉。,2,
351,椰树长廊沿三亚湾绵延数公里，漫步其中，看远处平静的海平面，心情十分愉悦。,1,
351,在一二十层楼上远望三亚湾，弯弯的像一道圆弧，华灯初上，宛如一条光带沿圆弧划入大海……,2,1
352,色拉寺没有哲蚌寺那么壮观多彩，不用徒力爬山，但它不是A级景区，所以享受不了这次的减免优惠政策。,1,
